genero,distancia_prova,fase,atleta,nacionalidade,distancia_parcial,tempo_acumulado_seg,tempo_parcial_seg,percentual_tempo,velocidade_relativa
Men's,800,Heats,VOJTKO Milan,SVK,100,56.88,29.79,6.17,101.24
Men's,800,Heats,VOJTKO Milan,SVK,150,86.43,29.55,6.12,102.07
Men's,800,Heats,VOJTKO Milan,SVK,200,116.72,30.29,6.28,99.57
Men's,800,Heats,VOJTKO Milan,SVK,250,146.4,29.68,6.15,101.62
Men's,800,Heats,VOJTKO Milan,SVK,300,176.97,30.57,6.33,98.66
Men's,800,Heats,VOJTKO Milan,SVK,350,206.92,29.95,6.21,100.7
Men's,800,Heats,VOJTKO Milan,SVK,400,237.34,30.42,6.3,99.15
Men's,800,Heats,VOJTKO Milan,SVK,450,267.52,30.18,6.25,99.94
Men's,800,Heats,VOJTKO Milan,SVK,500,298.7,31.18,6.46,96.73
Men's,800,Heats,VOJTKO Milan,SVK,550,329.27,30.57,6.33,98.66
Men's,800,Heats,VOJTKO Milan,SVK,600,360.43,31.16,6.46,96.79
Men's,800,Heats,VOJTKO Milan,SVK,650,391.22,30.79,6.38,97.96
Men's,800,Heats,VOJTKO Milan,SVK,700,422.11,30.89,6.4,97.64
Men's,800,Heats,VOJTKO Milan,SVK,750,452.67,30.56,6.33,98.69
Men's,800,Heats,VOJTKO Milan,SVK,800,482.57,29.9,6.2,100.87
Men's,800,Heats,WIFFEN Daniel,IRL,50,26.12,26.12,5.6,111.59
Men's,800,Heats,WIFFEN Daniel,IRL,100,54.54,28.42,6.09,102.56
Men's,800,Heats,WIFFEN Daniel,IRL,150,83.25,28.71,6.16,101.52
Men's,800,Heats,WIFFEN Daniel,IRL,200,112.61,29.36,6.3,99.28
Men's,800,Heats,WIFFEN Daniel,IRL,250,141.87,29.26,6.27,99.62
Men's,800,Heats,WIFFEN Daniel,IRL,300,171.26,29.39,6.3,99.17
Men's,800,Heats,WIFFEN Daniel,IRL,350,200.55,29.29,6.28,99.51
Men's,800,Heats,WIFFEN Daniel,IRL,400,229.97,29.42,6.31,99.07
Men's,800,Heats,WIFFEN Daniel,IRL,450,259.15,29.18,6.26,99.89
Men's,800,Heats,WIFFEN Daniel,IRL,500,288.96,29.81,6.39,97.78
Men's,800,Heats,WIFFEN Daniel,IRL,550,318.76,29.8,6.39,97.81
Men's,800,Heats,WIFFEN Daniel,IRL,600,348.91,30.15,6.46,96.67
Men's,800,Heats,WIFFEN Daniel,IRL,650,379.19,30.28,6.49,96.26
Men's,800,Heats,WIFFEN Daniel,IRL,700,408.58,29.39,6.3,99.17
Men's,800,Heats,WIFFEN Daniel,IRL,750,438.79,30.21,6.48,96.48
Men's,800,Heats,WIFFEN Daniel,IRL,800,466.36,27.57,5.91,105.72
Men's,800,Heats,ZHANG Zhanshuo,CHN,50,26.5,26.5,5.59,111.73
Men's,800,Heats,ZHANG Zhanshuo,CHN,100,56.44,29.94,6.32,98.89
Men's,800,Heats,ZHANG Zhanshuo,CHN,150,86.44,30.0,6.33,98.7
Men's,800,Heats,ZHANG Zhanshuo,CHN,200,116.68,30.24,6.38,97.91
Men's,800,Heats,ZHANG Zhanshuo,CHN,250,146.73,30.05,6.34,98.53
Men's,800,Heats,ZHANG Zhanshuo,CHN,300,176.82,30.09,6.35,98.4
Men's,800,Heats,ZHANG Zhanshuo,CHN,350,207.03,30.21,6.38,98.01
Men's,800,Heats,ZHANG Zhanshuo,CHN,400,237.12,30.09,6.35,98.4
Men's,800,Heats,ZHANG Zhanshuo,CHN,450,267.2,30.08,6.35,98.43
Men's,800,Heats,ZHANG Zhanshuo,CHN,500,297.28,30.08,6.35,98.43
Men's,800,Heats,ZHANG Zhanshuo,CHN,550,327.49,30.21,6.38,98.01
Men's,800,Heats,ZHANG Zhanshuo,CHN,600,357.72,30.23,6.38,97.94
Men's,800,Heats,ZHANG Zhanshuo,CHN,650,387.72,30.0,6.33,98.7
Men's,800,Heats,ZHANG Zhanshuo,CHN,700,417.85,30.13,6.36,98.27
Men's,800,Heats,ZHANG Zhanshuo,CHN,750,447.32,29.47,6.22,100.47
Men's,800,Heats,ZHANG Zhanshuo,CHN,800,473.74,26.42,5.58,112.07
Men's,800,Heats,de TULLIO Luca,ITA,50,27.13,27.13,5.74,108.98
Men's,800,Heats,de TULLIO Luca,ITA,100,55.88,28.75,6.08,102.83
Men's,800,Heats,de TULLIO Luca,ITA,150,85.3,29.42,6.22,100.49
Men's,800,Heats,de TULLIO Luca,ITA,200,114.52,29.22,6.18,101.18
Men's,800,Heats,de TULLIO Luca,ITA,250,144.09,29.57,6.25,99.98
Men's,800,Heats,de TULLIO Luca,ITA,300,173.7,29.61,6.26,99.85
Men's,800,Heats,de TULLIO Luca,ITA,350,203.53,29.83,6.31,99.11
Men's,800,Heats,de TULLIO Luca,ITA,400,233.31,29.78,6.3,99.28
Men's,800,Heats,de TULLIO Luca,ITA,450,263.18,29.87,6.31,98.98
Men's,800,Heats,de TULLIO Luca,ITA,500,292.92,29.74,6.29,99.41
Men's,800,Heats,de TULLIO Luca,ITA,550,323.0,30.08,6.36,98.29
Men's,800,Heats,de TULLIO Luca,ITA,600,353.03,30.03,6.35,98.45
Men's,800,Heats,de TULLIO Luca,ITA,650,383.46,30.43,6.43,97.16
Men's,800,Heats,de TULLIO Luca,ITA,700,413.74,30.28,6.4,97.64
Men's,800,Heats,de TULLIO Luca,ITA,750,444.0,30.26,6.4,97.7
Men's,800,Heats,de TULLIO Luca,ITA,800,473.04,29.04,6.14,101.81
Men's,1500,Final,FINKE Bobby,USA,50,26.47,26.47,3.02,110.39
Men's,1500,Final,FINKE Bobby,USA,100,55.55,29.08,3.32,100.48
Men's,1500,Final,FINKE Bobby,USA,150,84.76,29.21,3.33,100.03
Men's,1500,Final,FINKE Bobby,USA,200,114.23,29.47,3.36,99.15
Men's,1500,Final,FINKE Bobby,USA,250,143.8,29.57,3.37,98.82
Men's,1500,Final,FINKE Bobby,USA,300,173.44,29.64,3.38,98.58
Men's,1500,Final,FINKE Bobby,USA,350,202.92,29.48,3.36,99.12
Men's,1500,Final,FINKE Bobby,USA,400,232.54,29.62,3.38,98.65
Men's,1500,Final,FINKE Bobby,USA,450,261.97,29.43,3.36,99.29
Men's,1500,Final,FINKE Bobby,USA,500,291.7,29.73,3.39,98.28
Men's,1500,Final,FINKE Bobby,USA,550,321.0,29.3,3.34,99.73
Men's,1500,Final,FINKE Bobby,USA,600,350.81,29.81,3.4,98.02
Men's,1500,Final,FINKE Bobby,USA,650,380.21,29.4,3.35,99.39
Men's,1500,Final,FINKE Bobby,USA,700,410.02,29.81,3.4,98.02
Men's,1500,Final,FINKE Bobby,USA,750,439.53,29.51,3.37,99.02
Men's,1500,Final,FINKE Bobby,USA,800,469.04,29.51,3.37,99.02
Men's,1500,Final,FINKE Bobby,USA,850,498.19,29.15,3.33,100.24
Men's,1500,Final,FINKE Bobby,USA,900,527.66,29.47,3.36,99.15
Men's,1500,Final,FINKE Bobby,USA,950,556.86,29.2,3.33,100.07
Men's,1500,Final,FINKE Bobby,USA,1000,586.23,29.37,3.35,99.49
Men's,1500,Final,FINKE Bobby,USA,1050,615.45,29.22,3.33,100.0
Men's,1500,Final,FINKE Bobby,USA,1100,645.1,29.65,3.38,98.55
Men's,1500,Final,FINKE Bobby,USA,1150,674.32,29.22,3.33,100.0
Men's,1500,Final,FINKE Bobby,USA,1200,703.91,29.59,3.38,98.75
Men's,1500,Final,FINKE Bobby,USA,1250,733.15,29.24,3.34,99.93
Men's,1500,Final,FINKE Bobby,USA,1300,762.63,29.48,3.36,99.12
Men's,1500,Final,FINKE Bobby,USA,1350,791.78,29.15,3.33,100.24
Men's,1500,Final,FINKE Bobby,USA,1400,821.04,29.26,3.34,99.86
Men's,1500,Final,FINKE Bobby,USA,1450,849.93,28.89,3.3,101.14
Men's,1500,Final,FINKE Bobby,USA,1500,876.6,26.67,3.04,109.56
Men's,1500,Final,JAOUADI Ahmed,TUN,50,26.98,26.98,3.09,108.03
Men's,1500,Final,JAOUADI Ahmed,TUN,100,56.2,29.22,3.34,99.75
Men's,1500,Final,JAOUADI Ahmed,TUN,150,85.68,29.48,3.37,98.87
Men's,1500,Final,JAOUADI Ahmed,TUN,200,115.41,29.73,3.4,98.04
Men's,1500,Final,JAOUADI Ahmed,TUN,250,144.59,29.18,3.34,99.89
Men's,1500,Final,JAOUADI Ahmed,TUN,300,174.53,29.94,3.42,97.35
Men's,1500,Final,JAOUADI Ahmed,TUN,350,203.92,29.39,3.36,99.17
Men's,1500,Final,JAOUADI Ahmed,TUN,400,233.7,29.78,3.41,97.87
Men's,1500,Final,JAOUADI Ahmed,TUN,450,262.93,29.23,3.34,99.72
Men's,1500,Final,JAOUADI Ahmed,TUN,500,292.61,29.68,3.39,98.2
Men's,1500,Final,JAOUADI Ahmed,TUN,550,321.97,29.36,3.36,99.27
Men's,1500,Final,JAOUADI Ahmed,TUN,600,351.64,29.67,3.39,98.24
Men's,1500,Final,JAOUADI Ahmed,TUN,650,380.9,29.26,3.35,99.61
Men's,1500,Final,JAOUADI Ahmed,TUN,700,410.28,29.38,3.36,99.21
Men's,1500,Final,JAOUADI Ahmed,TUN,750,439.66,29.38,3.36,99.21
Men's,1500,Final,JAOUADI Ahmed,TUN,800,469.06,29.4,3.36,99.14
Men's,1500,Final,JAOUADI Ahmed,TUN,850,498.37,29.31,3.35,99.44
Men's,1500,Final,JAOUADI Ahmed,TUN,900,527.54,29.17,3.34,99.92
Men's,1500,Final,JAOUADI Ahmed,TUN,950,556.73,29.19,3.34,99.85
Men's,1500,Final,JAOUADI Ahmed,TUN,1000,586.1,29.37,3.36,99.24
Men's,1500,Final,JAOUADI Ahmed,TUN,1050,615.36,29.26,3.35,99.61
Men's,1500,Final,JAOUADI Ahmed,TUN,1100,644.94,29.58,3.38,98.54
Men's,1500,Final,JAOUADI Ahmed,TUN,1150,674.15,29.21,3.34,99.78
Men's,1500,Final,JAOUADI Ahmed,TUN,1200,703.9,29.75,3.4,97.97
Men's,1500,Final,JAOUADI Ahmed,TUN,1250,733.05,29.15,3.33,99.99
Men's,1500,Final,JAOUADI Ahmed,TUN,1300,762.29,29.24,3.34,99.68
Men's,1500,Final,JAOUADI Ahmed,TUN,1350,791.26,28.97,3.31,100.61
Men's,1500,Final,JAOUADI Ahmed,TUN,1400,819.92,28.66,3.28,101.7
Men's,1500,Final,JAOUADI Ahmed,TUN,1450,848.27,28.35,3.24,102.81
Men's,1500,Final,JAOUADI Ahmed,TUN,1500,874.41,26.14,2.99,111.5
Men's,1500,Final,JOLY Damien,FRA,50,28.01,28.01,3.05,109.37
Men's,1500,Final,JOLY Damien,FRA,100,57.72,29.71,3.23,103.11
Men's,1500,Final,JOLY Damien,FRA,150,88.26,30.54,3.32,100.31
Men's,1500,Final,JOLY Damien,FRA,200,118.59,30.33,3.3,101.01
Men's,1500,Final,JOLY Damien,FRA,250,149.19,30.6,3.33,100.12
Men's,1500,Final,JOLY Damien,FRA,300,179.49,30.3,3.3,101.11
Men's,1500,Final,JOLY Damien,FRA,350,210.18,30.69,3.34,99.82
Men's,1500,Final,JOLY Damien,FRA,400,240.43,30.25,3.29,101.27
Men's,1500,Final,JOLY Damien,FRA,450,271.24,30.81,3.35,99.43
Men's,1500,Final,JOLY Damien,FRA,500,301.66,30.42,3.31,100.71
Men's,1500,Final,JOLY Damien,FRA,550,332.69,31.03,3.38,98.73
Men's,1500,Final,JOLY Damien,FRA,600,363.18,30.49,3.32,100.48
Men's,1500,Final,JOLY Damien,FRA,650,394.13,30.95,3.37,98.98
Men's,1500,Final,JOLY Damien,FRA,700,424.64,30.51,3.32,100.41
Men's,1500,Final,JOLY Damien,FRA,750,455.73,31.09,3.38,98.54
Men's,1500,Final,JOLY Damien,FRA,800,486.28,30.55,3.32,100.28
Men's,1500,Final,JOLY Damien,FRA,850,517.43,31.15,3.39,98.35
Men's,1500,Final,JOLY Damien,FRA,900,548.07,30.64,3.33,99.98
Men's,1500,Final,JOLY Damien,FRA,950,579.08,31.01,3.37,98.79
Men's,1500,Final,JOLY Damien,FRA,1000,610.03,30.95,3.37,98.98
Men's,1500,Final,JOLY Damien,FRA,1050,641.2,31.17,3.39,98.28
Men's,1500,Final,JOLY Damien,FRA,1100,671.93,30.73,3.34,99.69
Men's,1500,Final,JOLY Damien,FRA,1150,703.21,31.28,3.4,97.94
Men's,1500,Final,JOLY Damien,FRA,1200,734.01,30.8,3.35,99.47
Men's,1500,Final,JOLY Damien,FRA,1250,765.33,31.32,3.41,97.81
Men's,1500,Final,JOLY Damien,FRA,1300,796.28,30.95,3.37,98.98
Men's,1500,Final,JOLY Damien,FRA,1350,827.36,31.08,3.38,98.57
Men's,1500,Final,JOLY Damien,FRA,1400,858.2,30.84,3.36,99.34
Men's,1500,Final,JOLY Damien,FRA,1450,889.02,30.82,3.35,99.4
Men's,1500,Final,JOLY Damien,FRA,1500,919.06,30.04,3.27,101.98
Men's,1500,Final,SARKANY Zalan,HUN,50,26.61,26.61,2.97,112.13
Men's,1500,Final,SARKANY Zalan,HUN,100,55.82,29.21,3.26,102.15
Men's,1500,Final,SARKANY Zalan,HUN,150,85.24,29.42,3.29,101.42
Men's,1500,Final,SARKANY Zalan,HUN,200,114.66,29.42,3.29,101.42
Men's,1500,Final,SARKANY Zalan,HUN,250,144.27,29.61,3.31,100.77
Men's,1500,Final,SARKANY Zalan,HUN,300,173.93,29.66,3.31,100.6
Men's,1500,Final,SARKANY Zalan,HUN,350,203.49,29.56,3.3,100.94
Men's,1500,Final,SARKANY Zalan,HUN,400,233.11,29.62,3.31,100.74
Men's,1500,Final,SARKANY Zalan,HUN,450,262.65,29.54,3.3,101.01
Men's,1500,Final,SARKANY Zalan,HUN,500,292.28,29.63,3.31,100.71
Men's,1500,Final,SARKANY Zalan,HUN,550,321.89,29.61,3.31,100.77
Men's,1500,Final,SARKANY Zalan,HUN,600,351.85,29.96,3.35,99.6
Men's,1500,Final,SARKANY Zalan,HUN,650,381.51,29.66,3.31,100.6
Men's,1500,Final,SARKANY Zalan,HUN,700,411.32,29.81,3.33,100.1
Men's,1500,Final,SARKANY Zalan,HUN,750,441.13,29.81,3.33,100.1
Men's,1500,Final,SARKANY Zalan,HUN,800,471.3,30.17,3.37,98.9
Men's,1500,Final,SARKANY Zalan,HUN,850,501.37,30.07,3.36,99.23
Men's,1500,Final,SARKANY Zalan,HUN,900,531.74,30.37,3.39,98.25
Men's,1500,Final,SARKANY Zalan,HUN,950,562.09,30.35,3.39,98.32
Men's,1500,Final,SARKANY Zalan,HUN,1000,592.4,30.31,3.39,98.45
Men's,1500,Final,SARKANY Zalan,HUN,1050,622.8,30.4,3.4,98.15
Men's,1500,Final,SARKANY Zalan,HUN,1100,653.26,30.46,3.4,97.96
Men's,1500,Final,SARKANY Zalan,HUN,1150,683.51,30.25,3.38,98.64
Men's,1500,Final,SARKANY Zalan,HUN,1200,714.14,30.63,3.42,97.42
Men's,1500,Final,SARKANY Zalan,HUN,1250,744.69,30.55,3.41,97.67
Men's,1500,Final,SARKANY Zalan,HUN,1300,775.3,30.61,3.42,97.48
Men's,1500,Final,SARKANY Zalan,HUN,1350,805.52,30.22,3.38,98.74
Men's,1500,Final,SARKANY Zalan,HUN,1400,835.99,30.47,3.4,97.93
Men's,1500,Final,SARKANY Zalan,HUN,1450,866.03,30.04,3.36,99.33
Men's,1500,Final,SARKANY Zalan,HUN,1500,895.17,29.14,3.26,102.4
Men's,1500,Final,SCHWARZ Sven,GER,50,26.98,26.98,3.08,108.19
Men's,1500,Final,SCHWARZ Sven,GER,100,56.24,29.26,3.34,99.76
Men's,1500,Final,SCHWARZ Sven,GER,150,85.75,29.51,3.37,98.91
Men's,1500,Final,SCHWARZ Sven,GER,200,115.37,29.62,3.38,98.55
Men's,1500,Final,SCHWARZ Sven,GER,250,144.68,29.31,3.35,99.59
Men's,1500,Final,SCHWARZ Sven,GER,300,174.38,29.7,3.39,98.28
Men's,1500,Final,SCHWARZ Sven,GER,350,203.99,29.61,3.38,98.58
Men's,1500,Final,SCHWARZ Sven,GER,400,233.63,29.64,3.38,98.48
Men's,1500,Final,SCHWARZ Sven,GER,450,262.99,29.36,3.35,99.42
Men's,1500,Final,SCHWARZ Sven,GER,500,292.35,29.36,3.35,99.42
Men's,1500,Final,SCHWARZ Sven,GER,550,321.69,29.34,3.35,99.49
Men's,1500,Final,SCHWARZ Sven,GER,600,351.08,29.39,3.36,99.32
Men's,1500,Final,SCHWARZ Sven,GER,650,380.62,29.54,3.37,98.81
Men's,1500,Final,SCHWARZ Sven,GER,700,409.98,29.36,3.35,99.42
Men's,1500,Final,SCHWARZ Sven,GER,750,439.44,29.46,3.36,99.08
Men's,1500,Final,SCHWARZ Sven,GER,800,468.74,29.3,3.35,99.62
Men's,1500,Final,SCHWARZ Sven,GER,850,498.15,29.41,3.36,99.25
Men's,1500,Final,SCHWARZ Sven,GER,900,527.59,29.44,3.36,99.15
Men's,1500,Final,SCHWARZ Sven,GER,950,556.71,29.12,3.33,100.24
Men's,1500,Final,SCHWARZ Sven,GER,1000,586.24,29.53,3.37,98.85
Men's,1500,Final,SCHWARZ Sven,GER,1050,615.47,29.23,3.34,99.86
Men's,1500,Final,SCHWARZ Sven,GER,1100,644.82,29.35,3.35,99.45
Men's,1500,Final,SCHWARZ Sven,GER,1150,674.11,29.29,3.34,99.66
Men's,1500,Final,SCHWARZ Sven,GER,1200,703.49,29.38,3.36,99.35
Men's,1500,Final,SCHWARZ Sven,GER,1250,732.48,28.99,3.31,100.69
Men's,1500,Final,SCHWARZ Sven,GER,1300,761.84,29.36,3.35,99.42
Men's,1500,Final,SCHWARZ Sven,GER,1350,790.84,29.0,3.31,100.65
Men's,1500,Final,SCHWARZ Sven,GER,1400,820.22,29.38,3.36,99.35
Men's,1500,Final,SCHWARZ Sven,GER,1450,848.76,28.54,3.26,102.28
Men's,1500,Final,SCHWARZ Sven,GER,1500,875.69,26.93,3.08,108.39
Men's,1500,Final,SHORT Samuel,AUS,50,27.31,27.31,3.09,107.78
Men's,1500,Final,SHORT Samuel,AUS,100,56.53,29.22,3.31,100.74
Men's,1500,Final,SHORT Samuel,AUS,150,86.06,29.53,3.34,99.68
Men's,1500,Final,SHORT Samuel,AUS,200,115.76,29.7,3.36,99.11
Men's,1500,Final,SHORT Samuel,AUS,250,145.2,29.44,3.33,99.99
Men's,1500,Final,SHORT Samuel,AUS,300,174.77,29.57,3.35,99.55
Men's,1500,Final,SHORT Samuel,AUS,350,204.6,29.83,3.38,98.68
Men's,1500,Final,SHORT Samuel,AUS,400,234.12,29.52,3.34,99.72
Men's,1500,Final,SHORT Samuel,AUS,450,263.77,29.65,3.36,99.28
Men's,1500,Final,SHORT Samuel,AUS,500,293.16,29.39,3.33,100.16
Men's,1500,Final,SHORT Samuel,AUS,550,322.76,29.6,3.35,99.45
Men's,1500,Final,SHORT Samuel,AUS,600,352.23,29.47,3.34,99.88
Men's,1500,Final,SHORT Samuel,AUS,650,381.99,29.76,3.37,98.91
Men's,1500,Final,SHORT Samuel,AUS,700,411.33,29.34,3.32,100.33
Men's,1500,Final,SHORT Samuel,AUS,750,440.96,29.63,3.36,99.35
Men's,1500,Final,SHORT Samuel,AUS,800,470.46,29.5,3.34,99.78
Men's,1500,Final,SHORT Samuel,AUS,850,500.23,29.77,3.37,98.88
Men's,1500,Final,SHORT Samuel,AUS,900,529.87,29.64,3.36,99.31
Men's,1500,Final,SHORT Samuel,AUS,950,559.72,29.85,3.38,98.61
Men's,1500,Final,SHORT Samuel,AUS,1000,589.36,29.64,3.36,99.31
Men's,1500,Final,SHORT Samuel,AUS,1050,619.13,29.77,3.37,98.88
Men's,1500,Final,SHORT Samuel,AUS,1100,648.96,29.83,3.38,98.68
Men's,1500,Final,SHORT Samuel,AUS,1150,678.74,29.78,3.37,98.84
Men's,1500,Final,SHORT Samuel,AUS,1200,708.34,29.6,3.35,99.45
Men's,1500,Final,SHORT Samuel,AUS,1250,738.05,29.71,3.36,99.08
Men's,1500,Final,SHORT Samuel,AUS,1300,767.77,29.72,3.37,99.04
Men's,1500,Final,SHORT Samuel,AUS,1350,797.43,29.66,3.36,99.24
Men's,1500,Final,SHORT Samuel,AUS,1400,826.74,29.31,3.32,100.43
Men's,1500,Final,SHORT Samuel,AUS,1450,855.9,29.16,3.3,100.95
Men's,1500,Final,SHORT Samuel,AUS,1500,883.08,27.18,3.08,108.3
Men's,1500,Final,TUNCELLI Kuzey,TUR,50,26.35,26.35,2.95,112.9
Men's,1500,Final,TUNCELLI Kuzey,TUR,100,55.32,28.97,3.25,102.69
Men's,1500,Final,TUNCELLI Kuzey,TUR,150,84.79,29.47,3.3,100.94
Men's,1500,Final,TUNCELLI Kuzey,TUR,200,114.5,29.71,3.33,100.13
Men's,1500,Final,TUNCELLI Kuzey,TUR,250,144.09,29.59,3.32,100.53
Men's,1500,Final,TUNCELLI Kuzey,TUR,300,173.78,29.69,3.33,100.2
Men's,1500,Final,TUNCELLI Kuzey,TUR,350,203.3,29.52,3.31,100.77
Men's,1500,Final,TUNCELLI Kuzey,TUR,400,232.83,29.53,3.31,100.74
Men's,1500,Final,TUNCELLI Kuzey,TUR,450,262.36,29.53,3.31,100.74
Men's,1500,Final,TUNCELLI Kuzey,TUR,500,292.01,29.65,3.32,100.33
Men's,1500,Final,TUNCELLI Kuzey,TUR,550,321.46,29.45,3.3,101.01
Men's,1500,Final,TUNCELLI Kuzey,TUR,600,351.0,29.54,3.31,100.7
Men's,1500,Final,TUNCELLI Kuzey,TUR,650,380.6,29.6,3.32,100.5
Men's,1500,Final,TUNCELLI Kuzey,TUR,700,410.2,29.6,3.32,100.5
Men's,1500,Final,TUNCELLI Kuzey,TUR,750,439.84,29.64,3.32,100.36
Men's,1500,Final,TUNCELLI Kuzey,TUR,800,469.45,29.61,3.32,100.47
Men's,1500,Final,TUNCELLI Kuzey,TUR,850,498.98,29.53,3.31,100.74
Men's,1500,Final,TUNCELLI Kuzey,TUR,900,528.78,29.8,3.34,99.83
Men's,1500,Final,TUNCELLI Kuzey,TUR,950,558.57,29.79,3.34,99.86
Men's,1500,Final,TUNCELLI Kuzey,TUR,1000,588.7,30.13,3.38,98.73
Men's,1500,Final,TUNCELLI Kuzey,TUR,1050,618.67,29.97,3.36,99.26
Men's,1500,Final,TUNCELLI Kuzey,TUR,1100,649.05,30.38,3.4,97.92
Men's,1500,Final,TUNCELLI Kuzey,TUR,1150,679.16,30.11,3.37,98.8
Men's,1500,Final,TUNCELLI Kuzey,TUR,1200,709.58,30.42,3.41,97.79
Men's,1500,Final,TUNCELLI Kuzey,TUR,1250,739.95,30.37,3.4,97.95
Men's,1500,Final,TUNCELLI Kuzey,TUR,1300,770.69,30.74,3.44,96.77
Men's,1500,Final,TUNCELLI Kuzey,TUR,1350,800.98,30.29,3.39,98.21
Men's,1500,Final,TUNCELLI Kuzey,TUR,1400,831.73,30.75,3.45,96.74
Men's,1500,Final,TUNCELLI Kuzey,TUR,1450,862.2,30.47,3.41,97.63
Men's,1500,Final,TUNCELLI Kuzey,TUR,1500,892.44,30.24,3.39,98.37
Men's,1500,Final,WELLBROCK Florian,GER,50,26.89,26.89,3.04,109.62
Men's,1500,Final,WELLBROCK Florian,GER,100,55.96,29.07,3.29,101.4
Men's,1500,Final,WELLBROCK Florian,GER,150,85.15,29.19,3.3,100.98
Men's,1500,Final,WELLBROCK Florian,GER,200,114.62,29.47,3.33,100.02
Men's,1500,Final,WELLBROCK Florian,GER,250,143.91,29.29,3.31,100.64
Men's,1500,Final,WELLBROCK Florian,GER,300,173.61,29.7,3.36,99.25
Men's,1500,Final,WELLBROCK Florian,GER,350,203.02,29.41,3.33,100.23
Men's,1500,Final,WELLBROCK Florian,GER,400,232.8,29.78,3.37,98.98
Men's,1500,Final,WELLBROCK Florian,GER,450,262.31,29.51,3.34,99.89
Men's,1500,Final,WELLBROCK Florian,GER,500,292.01,29.7,3.36,99.25
Men's,1500,Final,WELLBROCK Florian,GER,550,321.53,29.52,3.34,99.85
Men's,1500,Final,WELLBROCK Florian,GER,600,351.16,29.63,3.35,99.48
Men's,1500,Final,WELLBROCK Florian,GER,650,380.62,29.46,3.33,100.06
Men's,1500,Final,WELLBROCK Florian,GER,700,410.35,29.73,3.36,99.15
Men's,1500,Final,WELLBROCK Florian,GER,750,439.81,29.46,3.33,100.06
Men's,1500,Final,WELLBROCK Florian,GER,800,469.42,29.61,3.35,99.55
Men's,1500,Final,WELLBROCK Florian,GER,850,498.73,29.31,3.31,100.57
Men's,1500,Final,WELLBROCK Florian,GER,900,528.39,29.66,3.35,99.38
Men's,1500,Final,WELLBROCK Florian,GER,950,558.21,29.82,3.37,98.85
Men's,1500,Final,WELLBROCK Florian,GER,1000,588.29,30.08,3.4,97.99
Men's,1500,Final,WELLBROCK Florian,GER,1050,618.28,29.99,3.39,98.29
Men's,1500,Final,WELLBROCK Florian,GER,1100,648.34,30.06,3.4,98.06
Men's,1500,Final,WELLBROCK Florian,GER,1150,678.19,29.85,3.38,98.75
Men's,1500,Final,WELLBROCK Florian,GER,1200,708.24,30.05,3.4,98.09
Men's,1500,Final,WELLBROCK Florian,GER,1250,737.98,29.74,3.36,99.11
Men's,1500,Final,WELLBROCK Florian,GER,1300,767.88,29.9,3.38,98.58
Men's,1500,Final,WELLBROCK Florian,GER,1350,797.72,29.84,3.37,98.78
Men's,1500,Final,WELLBROCK Florian,GER,1400,827.27,29.55,3.34,99.75
Men's,1500,Final,WELLBROCK Florian,GER,1450,856.7,29.43,3.33,100.16
Men's,1500,Final,WELLBROCK Florian,GER,1500,884.29,27.59,3.12,106.84
Men's,1500,Heats,AUBRY David,FRA,50,27.53,27.53,3.05,109.37
Men's,1500,Heats,AUBRY David,FRA,100,57.1,29.57,3.27,101.83
Men's,1500,Heats,AUBRY David,FRA,150,86.69,29.59,3.28,101.76
Men's,1500,Heats,AUBRY David,FRA,200,116.3,29.61,3.28,101.69
Men's,1500,Heats,AUBRY David,FRA,250,146.02,29.72,3.29,101.31
Men's,1500,Heats,AUBRY David,FRA,300,175.75,29.73,3.29,101.28
Men's,1500,Heats,AUBRY David,FRA,350,205.63,29.88,3.31,100.77
Men's,1500,Heats,AUBRY David,FRA,400,235.37,29.74,3.29,101.25
Men's,1500,Heats,AUBRY David,FRA,450,265.32,29.95,3.32,100.54
Men's,1500,Heats,AUBRY David,FRA,500,295.2,29.88,3.31,100.77
Men's,1500,Heats,AUBRY David,FRA,550,325.29,30.09,3.33,100.07
Men's,1500,Heats,AUBRY David,FRA,600,355.43,30.14,3.34,99.9
Men's,1500,Heats,AUBRY David,FRA,650,385.56,30.13,3.34,99.94
Men's,1500,Heats,AUBRY David,FRA,700,415.63,30.07,3.33,100.14
Men's,1500,Heats,AUBRY David,FRA,750,446.12,30.49,3.38,98.76
Men's,1500,Heats,AUBRY David,FRA,800,476.26,30.14,3.34,99.9
Men's,1500,Heats,AUBRY David,FRA,850,507.01,30.75,3.4,97.92
Men's,1500,Heats,AUBRY David,FRA,900,537.47,30.46,3.37,98.85
Men's,1500,Heats,AUBRY David,FRA,950,568.26,30.79,3.41,97.79
Men's,1500,Heats,AUBRY David,FRA,1000,598.69,30.43,3.37,98.95
Men's,1500,Heats,AUBRY David,FRA,1050,629.37,30.68,3.4,98.14
Men's,1500,Heats,AUBRY David,FRA,1100,659.49,30.12,3.33,99.97
Men's,1500,Heats,AUBRY David,FRA,1150,690.07,30.58,3.39,98.47
Men's,1500,Heats,AUBRY David,FRA,1200,720.35,30.28,3.35,99.44
Men's,1500,Heats,AUBRY David,FRA,1250,751.31,30.96,3.43,97.26
Men's,1500,Heats,AUBRY David,FRA,1300,782.08,30.77,3.41,97.86
