genero,distancia_prova,fase,atleta,nacionalidade,distancia_parcial,tempo_acumulado_seg,tempo_parcial_seg,percentual_tempo,velocidade_relativa
Women's,400,Heats,BATBAYAR Enkhkhuslen,MGL,300,192.97,33.52,12.9,96.88
Women's,400,Heats,BATBAYAR Enkhkhuslen,MGL,350,227.14,34.17,13.15,95.04
Women's,400,Heats,BATBAYAR Enkhkhuslen,MGL,400,259.8,32.66,12.57,99.43
Women's,400,Heats,DIAKOVA Sofia,NAB,50,28.46,28.46,11.45,109.21
Women's,400,Heats,DIAKOVA Sofia,NAB,100,58.81,30.35,12.21,102.41
Women's,400,Heats,DIAKOVA Sofia,NAB,150,89.94,31.13,12.52,99.84
Women's,400,Heats,DIAKOVA Sofia,NAB,200,121.55,31.61,12.71,98.33
Women's,400,Heats,DIAKOVA Sofia,NAB,250,153.14,31.59,12.7,98.39
Women's,400,Heats,DIAKOVA Sofia,NAB,300,185.07,31.93,12.84,97.34
Women's,400,Heats,DIAKOVA Sofia,NAB,350,217.33,32.26,12.97,96.35
Women's,400,Heats,DIAKOVA Sofia,NAB,400,248.65,31.32,12.6,99.24
Women's,400,Heats,DINI Delfina,ARG,50,29.53,29.53,11.5,108.71
Women's,400,Heats,DINI Delfina,ARG,100,61.34,31.81,12.39,100.92
Women's,400,Heats,DINI Delfina,ARG,150,93.5,32.16,12.52,99.82
Women's,400,Heats,DINI Delfina,ARG,200,126.05,32.55,12.67,98.62
Women's,400,Heats,DINI Delfina,ARG,250,158.53,32.48,12.65,98.83
Women's,400,Heats,DINI Delfina,ARG,300,191.76,33.23,12.94,96.6
Women's,400,Heats,DINI Delfina,ARG,350,224.67,32.91,12.81,97.54
Women's,400,Heats,DINI Delfina,ARG,400,256.81,32.14,12.52,99.88
Women's,400,Heats,FABIAN Bettina,HUN,50,29.28,29.28,11.51,108.57
Women's,400,Heats,FABIAN Bettina,HUN,100,60.43,31.15,12.25,102.05
Women's,400,Heats,FABIAN Bettina,HUN,150,92.44,32.01,12.59,99.31
Women's,400,Heats,FABIAN Bettina,HUN,200,124.7,32.26,12.69,98.54
Women's,400,Heats,FABIAN Bettina,HUN,250,157.15,32.45,12.76,97.96
Women's,400,Heats,FABIAN Bettina,HUN,300,189.46,32.31,12.7,98.39
Women's,400,Heats,FABIAN Bettina,HUN,350,222.47,33.01,12.98,96.3
Women's,400,Heats,FABIAN Bettina,HUN,400,254.31,31.84,12.52,99.84
Women's,400,Heats,GAN Ching Hwee,SGP,50,29.17,29.17,11.68,107.05
Women's,400,Heats,GAN Ching Hwee,SGP,100,60.27,31.1,12.45,100.41
Women's,400,Heats,GAN Ching Hwee,SGP,150,91.76,31.49,12.61,99.16
Women's,400,Heats,GAN Ching Hwee,SGP,200,123.27,31.51,12.61,99.1
Women's,400,Heats,GAN Ching Hwee,SGP,250,154.69,31.42,12.58,99.38
Women's,400,Heats,GAN Ching Hwee,SGP,300,186.39,31.7,12.69,98.51
Women's,400,Heats,GAN Ching Hwee,SGP,350,218.18,31.79,12.73,98.23
Women's,400,Heats,GAN Ching Hwee,SGP,400,249.81,31.63,12.66,98.72
Women's,400,Heats,GATT Sasha,MLT,50,29.1,29.1,11.22,111.41
Women's,400,Heats,GATT Sasha,MLT,100,60.9,31.8,12.26,101.95
Women's,400,Heats,GATT Sasha,MLT,150,93.39,32.49,12.53,99.78
Women's,400,Heats,GATT Sasha,MLT,200,126.4,33.01,12.73,98.21
Women's,400,Heats,GATT Sasha,MLT,250,159.64,33.24,12.82,97.53
Women's,400,Heats,GATT Sasha,MLT,300,193.29,33.65,12.97,96.34
Women's,400,Heats,GATT Sasha,MLT,350,226.6,33.31,12.84,97.33
Women's,400,Heats,GATT Sasha,MLT,400,259.36,32.76,12.63,98.96
Women's,400,Heats,GOSE Isabel,GER,50,28.31,28.31,11.55,108.21
Women's,400,Heats,GOSE Isabel,GER,100,58.38,30.07,12.27,101.87
Women's,400,Heats,GOSE Isabel,GER,150,88.91,30.53,12.46,100.34
Women's,400,Heats,GOSE Isabel,GER,200,119.69,30.78,12.56,99.52
Women's,400,Heats,GOSE Isabel,GER,250,150.94,31.25,12.75,98.03
Women's,400,Heats,GOSE Isabel,GER,300,182.67,31.73,12.95,96.55
Women's,400,Heats,GOSE Isabel,GER,350,214.25,31.58,12.89,97.0
Women's,400,Heats,GOSE Isabel,GER,400,245.07,30.82,12.58,99.4
Women's,400,Heats,HAELL Thilda,SWE,50,29.74,29.74,11.61,107.63
Women's,400,Heats,HAELL Thilda,SWE,100,61.01,31.27,12.21,102.36
Women's,400,Heats,HAELL Thilda,SWE,150,92.99,31.98,12.49,100.09
Women's,400,Heats,HAELL Thilda,SWE,200,125.5,32.51,12.7,98.46
Women's,400,Heats,HAELL Thilda,SWE,250,158.0,32.5,12.69,98.49
Women's,400,Heats,HAELL Thilda,SWE,300,190.86,32.86,12.83,97.41
Women's,400,Heats,HAELL Thilda,SWE,350,223.85,32.99,12.88,97.03
Women's,400,Heats,HAELL Thilda,SWE,400,256.07,32.22,12.58,99.34
Women's,400,Heats,HENVEAUX Camille,BEL,50,29.46,29.46,11.47,109.02
Women's,400,Heats,HENVEAUX Camille,BEL,100,61.15,31.69,12.33,101.35
Women's,400,Heats,HENVEAUX Camille,BEL,150,93.53,32.38,12.6,99.19
Women's,400,Heats,HENVEAUX Camille,BEL,200,126.19,32.66,12.71,98.34
Women's,400,Heats,HENVEAUX Camille,BEL,250,158.76,32.57,12.68,98.61
Women's,400,Heats,HENVEAUX Camille,BEL,300,191.69,32.93,12.82,97.53
Women's,400,Heats,HENVEAUX Camille,BEL,350,224.31,32.62,12.7,98.46
Women's,400,Heats,HENVEAUX Camille,BEL,400,256.93,32.62,12.7,98.46
Women's,400,Heats,JANSEN Ella,CAN,50,28.73,28.73,11.45,109.21
Women's,400,Heats,JANSEN Ella,CAN,100,60.12,31.39,12.51,99.96
Women's,400,Heats,JANSEN Ella,CAN,150,91.8,31.68,12.62,99.04
Women's,400,Heats,JANSEN Ella,CAN,200,123.9,32.1,12.79,97.75
Women's,400,Heats,JANSEN Ella,CAN,250,155.94,32.04,12.76,97.93
Women's,400,Heats,JANSEN Ella,CAN,300,188.0,32.06,12.77,97.87
Women's,400,Heats,JANSEN Ella,CAN,350,219.87,31.87,12.7,98.45
Women's,400,Heats,JANSEN Ella,CAN,400,251.01,31.14,12.41,100.76
Women's,400,Heats,KAJIMOTO Ichika,JPN,50,29.34,29.34,11.79,105.99
Women's,400,Heats,KAJIMOTO Ichika,JPN,100,60.52,31.18,12.53,99.74
Women's,400,Heats,KAJIMOTO Ichika,JPN,150,91.99,31.47,12.65,98.82
Women's,400,Heats,KAJIMOTO Ichika,JPN,200,123.4,31.41,12.63,99.01
Women's,400,Heats,KAJIMOTO Ichika,JPN,250,155.14,31.74,12.76,97.98
Women's,400,Heats,KAJIMOTO Ichika,JPN,300,186.59,31.45,12.64,98.88
Women's,400,Heats,KAJIMOTO Ichika,JPN,350,218.31,31.72,12.75,98.04
Women's,400,Heats,KAJIMOTO Ichika,JPN,400,248.79,30.48,12.25,102.03
Women's,400,Heats,KIRPICHNIKOVA Anastasiia,FRA,50,28.7,28.7,11.3,110.59
Women's,400,Heats,KIRPICHNIKOVA Anastasiia,FRA,100,59.61,30.91,12.17,102.69
Women's,400,Heats,KIRPICHNIKOVA Anastasiia,FRA,150,91.62,32.01,12.61,99.16
Women's,400,Heats,KIRPICHNIKOVA Anastasiia,FRA,200,123.75,32.13,12.65,98.79
Women's,400,Heats,KIRPICHNIKOVA Anastasiia,FRA,250,156.47,32.72,12.89,97.0
Women's,400,Heats,KIRPICHNIKOVA Anastasiia,FRA,300,188.97,32.5,12.8,97.66
Women's,400,Heats,KIRPICHNIKOVA Anastasiia,FRA,350,222.04,33.07,13.02,95.98
Women's,400,Heats,KIRPICHNIKOVA Anastasiia,FRA,400,253.92,31.88,12.56,99.56
Women's,400,Heats,LEDECKY Katie,USA,50,27.68,27.68,11.48,108.85
Women's,400,Heats,LEDECKY Katie,USA,100,57.52,29.84,12.38,100.97
Women's,400,Heats,LEDECKY Katie,USA,150,87.75,30.23,12.54,99.67
Women's,400,Heats,LEDECKY Katie,USA,200,118.36,30.61,12.7,98.43
Women's,400,Heats,LEDECKY Katie,USA,250,148.79,30.43,12.62,99.01
Women's,400,Heats,LEDECKY Katie,USA,300,179.82,31.03,12.87,97.1
Women's,400,Heats,LEDECKY Katie,USA,350,211.03,31.21,12.95,96.54
Women's,400,Heats,LEDECKY Katie,USA,400,241.04,30.01,12.45,100.4
Women's,400,Heats,NABI Jehanara,PAK,50,30.8,30.8,11.16,111.96
Women's,400,Heats,NABI Jehanara,PAK,100,64.61,33.81,12.26,102.0
Women's,400,Heats,NABI Jehanara,PAK,150,99.01,34.4,12.47,100.25
Women's,400,Heats,NABI Jehanara,PAK,200,134.56,35.55,12.89,97.0
Women's,400,Heats,NABI Jehanara,PAK,250,169.48,34.92,12.66,98.75
Women's,400,Heats,NABI Jehanara,PAK,300,205.43,35.95,13.03,95.92
Women's,400,Heats,NABI Jehanara,PAK,350,241.12,35.69,12.94,96.62
Women's,400,Heats,NABI Jehanara,PAK,400,275.88,34.76,12.6,99.21
Women's,400,Heats,NAMBA Miyu,JPN,50,29.09,29.09,11.7,106.88
Women's,400,Heats,NAMBA Miyu,JPN,100,60.0,30.91,12.43,100.58
Women's,400,Heats,NAMBA Miyu,JPN,150,91.73,31.73,12.76,97.98
Women's,400,Heats,NAMBA Miyu,JPN,200,123.74,32.01,12.87,97.13
Women's,400,Heats,NAMBA Miyu,JPN,250,155.45,31.71,12.75,98.04
Women's,400,Heats,NAMBA Miyu,JPN,300,187.13,31.68,12.74,98.14
Women's,400,Heats,NAMBA Miyu,JPN,350,218.41,31.28,12.58,99.39
Women's,400,Heats,NAMBA Miyu,JPN,400,248.72,30.31,12.19,102.57
Women's,400,Heats,PALLISTER Lani,AUS,50,27.93,27.93,11.52,108.47
Women's,400,Heats,PALLISTER Lani,AUS,100,58.19,30.26,12.49,100.12
Women's,400,Heats,PALLISTER Lani,AUS,150,88.23,30.04,12.39,100.85
Women's,400,Heats,PALLISTER Lani,AUS,200,119.27,31.04,12.81,97.6
Women's,400,Heats,PALLISTER Lani,AUS,250,149.84,30.57,12.61,99.1
Women's,400,Heats,PALLISTER Lani,AUS,300,181.06,31.22,12.88,97.04
Women's,400,Heats,PALLISTER Lani,AUS,350,212.11,31.05,12.81,97.57
Women's,400,Heats,PALLISTER Lani,AUS,400,242.36,30.25,12.48,100.15
Women's,400,Heats,PARK Heekyung,KOR,50,29.22,29.22,11.56,108.17
Women's,400,Heats,PARK Heekyung,KOR,100,61.06,31.84,12.59,99.27
Women's,400,Heats,PARK Heekyung,KOR,150,93.14,32.08,12.69,98.53
Women's,400,Heats,PARK Heekyung,KOR,200,125.41,32.27,12.76,97.95
Women's,400,Heats,PARK Heekyung,KOR,250,157.4,31.99,12.65,98.8
Women's,400,Heats,PARK Heekyung,KOR,300,189.55,32.15,12.71,98.31
Women's,400,Heats,PARK Heekyung,KOR,350,221.64,32.09,12.69,98.5
Women's,400,Heats,PARK Heekyung,KOR,400,252.86,31.22,12.35,101.24
Women's,400,Heats,PERKINS Jamie,AUS,50,27.77,27.77,11.36,110.01
Women's,400,Heats,PERKINS Jamie,AUS,100,58.29,30.52,12.49,100.09
Women's,400,Heats,PERKINS Jamie,AUS,150,88.66,30.37,12.43,100.59
Women's,400,Heats,PERKINS Jamie,AUS,200,120.08,31.42,12.86,97.23
Women's,400,Heats,PERKINS Jamie,AUS,250,151.06,30.98,12.68,98.61
Women's,400,Heats,PERKINS Jamie,AUS,300,182.31,31.25,12.79,97.76
Women's,400,Heats,PERKINS Jamie,AUS,350,213.75,31.44,12.86,97.17
Women's,400,Heats,PERKINS Jamie,AUS,400,244.39,30.64,12.54,99.7
Women's,400,Heats,RABESS Kyra,CAY,50,29.73,29.73,11.3,110.61
Women's,400,Heats,RABESS Kyra,CAY,100,62.24,32.51,12.36,101.15
Women's,400,Heats,RABESS Kyra,CAY,150,94.97,32.73,12.44,100.47
Women's,400,Heats,RABESS Kyra,CAY,200,128.7,33.73,12.82,97.49
Women's,400,Heats,RABESS Kyra,CAY,250,162.02,33.32,12.67,98.69
Women's,400,Heats,RABESS Kyra,CAY,300,195.9,33.88,12.88,97.06
Women's,400,Heats,RABESS Kyra,CAY,350,229.44,33.54,12.75,98.05
Women's,400,Heats,RABESS Kyra,CAY,400,263.08,33.64,12.79,97.76
Women's,400,Heats,ROBERTSON Hannah,RSA,50,29.4,29.4,11.19,111.69
Women's,400,Heats,ROBERTSON Hannah,RSA,100,61.85,32.45,12.35,101.19
Women's,400,Heats,ROBERTSON Hannah,RSA,150,94.43,32.58,12.4,100.79
Women's,400,Heats,ROBERTSON Hannah,RSA,200,128.01,33.58,12.78,97.79
Women's,400,Heats,ROBERTSON Hannah,RSA,250,161.15,33.14,12.62,99.08
Women's,400,Heats,ROBERTSON Hannah,RSA,300,195.17,34.02,12.95,96.52
Women's,400,Heats,ROBERTSON Hannah,RSA,350,229.28,34.11,12.98,96.27
Women's,400,Heats,ROBERTSON Hannah,RSA,400,262.69,33.41,12.72,98.28
Women's,400,Heats,RONCATTO Gabrielle,BRA,50,29.15,29.15,11.64,107.36
Women's,400,Heats,RONCATTO Gabrielle,BRA,100,60.15,31.0,12.38,100.96
Women's,400,Heats,RONCATTO Gabrielle,BRA,150,91.21,31.06,12.41,100.76
Women's,400,Heats,RONCATTO Gabrielle,BRA,200,122.78,31.57,12.61,99.13
Women's,400,Heats,RONCATTO Gabrielle,BRA,250,154.35,31.57,12.61,99.13
Women's,400,Heats,RONCATTO Gabrielle,BRA,300,186.38,32.03,12.79,97.71
Women's,400,Heats,RONCATTO Gabrielle,BRA,350,218.74,32.36,12.92,96.71
Women's,400,Heats,RONCATTO Gabrielle,BRA,400,250.37,31.63,12.63,98.94
Women's,400,Heats,SOARES MARTINS Francisca,POR,50,28.78,28.78,11.5,108.65
Women's,400,Heats,SOARES MARTINS Francisca,POR,100,59.24,30.46,12.18,102.66
Women's,400,Heats,SOARES MARTINS Francisca,POR,150,90.56,31.32,12.52,99.84
Women's,400,Heats,SOARES MARTINS Francisca,POR,200,122.22,31.66,12.66,98.77
Women's,400,Heats,SOARES MARTINS Francisca,POR,250,154.22,32.0,12.79,97.72
Women's,400,Heats,SOARES MARTINS Francisca,POR,300,186.53,32.31,12.92,96.78
Women's,400,Heats,SOARES MARTINS Francisca,POR,350,219.01,32.48,12.98,96.27
Women's,400,Heats,SOARES MARTINS Francisca,POR,400,250.16,31.15,12.45,100.39
Women's,400,Heats,THOMAS Eve,NZL,50,28.7,28.7,11.48,108.93
Women's,400,Heats,THOMAS Eve,NZL,100,60.22,31.52,12.6,99.18
Women's,400,Heats,THOMAS Eve,NZL,150,91.54,31.32,12.52,99.82
Women's,400,Heats,THOMAS Eve,NZL,200,123.69,32.15,12.85,97.24
Women's,400,Heats,THOMAS Eve,NZL,250,155.38,31.69,12.67,98.65
Women's,400,Heats,THOMAS Eve,NZL,300,187.72,32.34,12.93,96.67
Women's,400,Heats,THOMAS Eve,NZL,350,219.25,31.53,12.61,99.15
Women's,400,Heats,THOMAS Eve,NZL,400,250.1,30.85,12.34,101.34
Women's,400,Heats,WERNER Maya,GER,50,28.85,28.85,11.69,106.91
Women's,400,Heats,WERNER Maya,GER,100,59.04,30.19,12.24,102.17
Women's,400,Heats,WERNER Maya,GER,150,90.04,31.0,12.56,99.5
Women's,400,Heats,WERNER Maya,GER,200,121.43,31.39,12.72,98.26
Women's,400,Heats,WERNER Maya,GER,250,152.91,31.48,12.76,97.98
Women's,400,Heats,WERNER Maya,GER,300,184.2,31.29,12.68,98.57
Women's,400,Heats,WERNER Maya,GER,350,215.73,31.53,12.78,97.82
Women's,400,Heats,WERNER Maya,GER,400,246.75,31.02,12.57,99.43
Women's,400,Heats,YANG Peiqi,CHN,50,28.15,28.15,11.57,108.06
Women's,400,Heats,YANG Peiqi,CHN,100,58.47,30.32,12.46,100.33
Women's,400,Heats,YANG Peiqi,CHN,150,89.6,31.13,12.79,97.72
Women's,400,Heats,YANG Peiqi,CHN,200,120.83,31.23,12.83,97.41
Women's,400,Heats,YANG Peiqi,CHN,250,152.05,31.22,12.83,97.44
Women's,400,Heats,YANG Peiqi,CHN,300,182.98,30.93,12.71,98.35
Women's,400,Heats,YANG Peiqi,CHN,350,213.85,30.87,12.68,98.54
Women's,400,Heats,YANG Peiqi,CHN,400,243.36,29.51,12.13,103.08
Women's,400,Heats,de OLIVEIRA da SIL,BRA,50,28.03,28.03,11.33,110.29
Women's,400,Heats,de OLIVEIRA da SIL,BRA,100,58.19,30.16,12.19,102.5
Women's,400,Heats,de OLIVEIRA da SIL,BRA,150,89.03,30.84,12.47,100.24
Women's,400,Heats,de OLIVEIRA da SIL,BRA,200,120.55,31.52,12.74,98.08
Women's,400,Heats,de OLIVEIRA da SIL,BRA,250,152.08,31.53,12.75,98.05
Women's,400,Heats,de OLIVEIRA da SIL,BRA,300,183.39,31.31,12.66,98.74
Women's,400,Heats,de OLIVEIRA da SIL,BRA,350,215.28,31.89,12.89,96.94
Women's,400,Heats,de OLIVEIRA da SIL,BRA,400,247.32,32.04,12.95,96.49
Women's,800,Final,FAIRWEATHER Erika,NZL,50,28.52,28.52,5.7,109.75
Women's,800,Final,FAIRWEATHER Erika,NZL,100,59.29,30.77,6.14,101.72
Women's,800,Final,FAIRWEATHER Erika,NZL,150,90.27,30.98,6.19,101.03
Women's,800,Final,FAIRWEATHER Erika,NZL,200,121.41,31.14,6.22,100.51
Women's,800,Final,FAIRWEATHER Erika,NZL,250,152.85,31.44,6.28,99.55
Women's,800,Final,FAIRWEATHER Erika,NZL,300,184.23,31.38,6.27,99.74
Women's,800,Final,FAIRWEATHER Erika,NZL,350,215.83,31.6,6.31,99.05
Women's,800,Final,FAIRWEATHER Erika,NZL,400,247.4,31.57,6.3,99.14
Women's,800,Final,FAIRWEATHER Erika,NZL,450,279.28,31.88,6.37,98.18
Women's,800,Final,FAIRWEATHER Erika,NZL,500,311.02,31.74,6.34,98.61
Women's,800,Final,FAIRWEATHER Erika,NZL,550,342.84,31.82,6.35,98.36
Women's,800,Final,FAIRWEATHER Erika,NZL,600,374.87,32.03,6.4,97.72
Women's,800,Final,FAIRWEATHER Erika,NZL,650,407.22,32.35,6.46,96.75
Women's,800,Final,FAIRWEATHER Erika,NZL,700,439.55,32.33,6.46,96.81
Women's,800,Final,FAIRWEATHER Erika,NZL,750,471.21,31.66,6.32,98.86
Women's,800,Final,FAIRWEATHER Erika,NZL,800,500.79,29.58,5.91,105.81
Women's,800,Final,GOSE Isabel,GER,50,28.53,28.53,5.73,109.15
Women's,800,Final,GOSE Isabel,GER,100,59.02,30.49,6.12,102.13
Women's,800,Final,GOSE Isabel,GER,150,89.74,30.72,6.17,101.37
Women's,800,Final,GOSE Isabel,GER,200,120.86,31.12,6.25,100.06
Women's,800,Final,GOSE Isabel,GER,250,151.87,31.01,6.22,100.42
Women's,800,Final,GOSE Isabel,GER,300,183.32,31.45,6.31,99.01
Women's,800,Final,GOSE Isabel,GER,350,214.49,31.17,6.26,99.9
Women's,800,Final,GOSE Isabel,GER,400,246.25,31.76,6.37,98.05
Women's,800,Final,GOSE Isabel,GER,450,277.62,31.37,6.3,99.26
Women's,800,Final,GOSE Isabel,GER,500,309.35,31.73,6.37,98.14
Women's,800,Final,GOSE Isabel,GER,550,340.85,31.5,6.32,98.86
Women's,800,Final,GOSE Isabel,GER,600,372.5,31.65,6.35,98.39
Women's,800,Final,GOSE Isabel,GER,650,404.0,31.5,6.32,98.86
Women's,800,Final,GOSE Isabel,GER,700,435.67,31.67,6.36,98.32
Women's,800,Final,GOSE Isabel,GER,750,467.43,31.76,6.37,98.05
Women's,800,Final,GOSE Isabel,GER,800,498.23,30.8,6.18,101.1
Women's,800,Final,KAJIMOTO Ichika,JPN,50,29.5,29.5,5.82,107.38
Women's,800,Final,KAJIMOTO Ichika,JPN,100,60.71,31.21,6.16,101.5
Women's,800,Final,KAJIMOTO Ichika,JPN,150,92.45,31.74,6.26,99.81
Women's,800,Final,KAJIMOTO Ichika,JPN,200,124.23,31.78,6.27,99.68
Women's,800,Final,KAJIMOTO Ichika,JPN,250,156.16,31.93,6.3,99.21
Women's,800,Final,KAJIMOTO Ichika,JPN,300,188.01,31.85,6.28,99.46
Women's,800,Final,KAJIMOTO Ichika,JPN,350,220.12,32.11,6.34,98.66
Women's,800,Final,KAJIMOTO Ichika,JPN,400,251.95,31.83,6.28,99.52
Women's,800,Final,KAJIMOTO Ichika,JPN,450,284.16,32.21,6.35,98.35
Women's,800,Final,KAJIMOTO Ichika,JPN,500,316.05,31.89,6.29,99.34
Women's,800,Final,KAJIMOTO Ichika,JPN,550,348.34,32.29,6.37,98.11
Women's,800,Final,KAJIMOTO Ichika,JPN,600,380.23,31.89,6.29,99.34
Women's,800,Final,KAJIMOTO Ichika,JPN,650,412.37,32.14,6.34,98.56
Women's,800,Final,KAJIMOTO Ichika,JPN,700,444.18,31.81,6.28,99.59
Women's,800,Final,KAJIMOTO Ichika,JPN,750,476.49,32.31,6.37,98.04
Women's,800,Final,KAJIMOTO Ichika,JPN,800,506.85,30.36,5.99,104.34
Women's,800,Final,LEDECKY Katie,USA,50,27.55,27.55,5.67,110.17
Women's,800,Final,LEDECKY Katie,USA,100,57.54,29.99,6.18,101.2
Women's,800,Final,LEDECKY Katie,USA,150,87.64,30.1,6.2,100.83
Women's,800,Final,LEDECKY Katie,USA,200,118.42,30.78,6.34,98.61
Women's,800,Final,LEDECKY Katie,USA,250,148.9,30.48,6.28,99.58
Women's,800,Final,LEDECKY Katie,USA,300,179.77,30.87,6.36,98.32
Women's,800,Final,LEDECKY Katie,USA,350,210.05,30.28,6.24,100.24
Women's,800,Final,LEDECKY Katie,USA,400,241.15,31.1,6.4,97.59
Women's,800,Final,LEDECKY Katie,USA,450,271.58,30.43,6.27,99.74
Women's,800,Final,LEDECKY Katie,USA,500,302.61,31.03,6.39,97.81
Women's,800,Final,LEDECKY Katie,USA,550,333.27,30.66,6.31,98.99
Women's,800,Final,LEDECKY Katie,USA,600,364.3,31.03,6.39,97.81
Women's,800,Final,LEDECKY Katie,USA,650,394.94,30.64,6.31,99.06
Women's,800,Final,LEDECKY Katie,USA,700,425.85,30.91,6.37,98.19
Women's,800,Final,LEDECKY Katie,USA,750,456.09,30.24,6.23,100.37
Women's,800,Final,LEDECKY Katie,USA,800,485.62,29.53,6.08,102.78
Women's,800,Final,LI Bingjie,CHN,50,28.67,28.67,5.79,108.04
Women's,800,Final,LI Bingjie,CHN,100,59.6,30.93,6.24,100.14
Women's,800,Final,LI Bingjie,CHN,150,90.17,30.57,6.17,101.32
Women's,800,Final,LI Bingjie,CHN,200,121.25,31.08,6.27,99.66
Women's,800,Final,LI Bingjie,CHN,250,152.45,31.2,6.3,99.28
Women's,800,Final,LI Bingjie,CHN,300,183.79,31.34,6.32,98.83
Women's,800,Final,LI Bingjie,CHN,350,215.04,31.25,6.31,99.12
Women's,800,Final,LI Bingjie,CHN,400,246.48,31.44,6.34,98.52
Women's,800,Final,LI Bingjie,CHN,450,277.71,31.23,6.3,99.18
Women's,800,Final,LI Bingjie,CHN,500,308.89,31.18,6.29,99.34
Women's,800,Final,LI Bingjie,CHN,550,340.16,31.27,6.31,99.05
Women's,800,Final,LI Bingjie,CHN,600,371.59,31.43,6.34,98.55
Women's,800,Final,LI Bingjie,CHN,650,402.88,31.29,6.31,98.99
Women's,800,Final,LI Bingjie,CHN,700,434.36,31.48,6.35,98.39
Women's,800,Final,LI Bingjie,CHN,750,465.84,31.48,6.35,98.39
Women's,800,Final,LI Bingjie,CHN,800,495.59,29.75,6.0,104.12
Women's,800,Final,McINTOSH Summer,CAN,50,27.62,27.62,5.67,110.27
Women's,800,Final,McINTOSH Summer,CAN,100,57.7,30.08,6.17,101.25
Women's,800,Final,McINTOSH Summer,CAN,150,87.89,30.19,6.2,100.88
Women's,800,Final,McINTOSH Summer,CAN,200,118.54,30.65,6.29,99.37
Women's,800,Final,McINTOSH Summer,CAN,250,149.1,30.56,6.27,99.66
Women's,800,Final,McINTOSH Summer,CAN,300,180.1,31.0,6.36,98.24
Women's,800,Final,McINTOSH Summer,CAN,350,210.43,30.33,6.22,100.41
Women's,800,Final,McINTOSH Summer,CAN,400,241.33,30.9,6.34,98.56
Women's,800,Final,McINTOSH Summer,CAN,450,271.85,30.52,6.26,99.79
Women's,800,Final,McINTOSH Summer,CAN,500,302.75,30.9,6.34,98.56
Women's,800,Final,McINTOSH Summer,CAN,550,333.33,30.58,6.28,99.59
Women's,800,Final,McINTOSH Summer,CAN,600,364.34,31.01,6.36,98.21
Women's,800,Final,McINTOSH Summer,CAN,650,395.02,30.68,6.3,99.27
Women's,800,Final,McINTOSH Summer,CAN,700,425.71,30.69,6.3,99.24
Women's,800,Final,McINTOSH Summer,CAN,750,456.34,30.63,6.29,99.43
Women's,800,Final,McINTOSH Summer,CAN,800,487.29,30.95,6.35,98.4
Women's,800,Final,PALLISTER Lani,AUS,50,27.62,27.62,5.68,109.97
Women's,800,Final,PALLISTER Lani,AUS,100,57.88,30.26,6.23,100.38
Women's,800,Final,PALLISTER Lani,AUS,150,87.99,30.11,6.2,100.88
Women's,800,Final,PALLISTER Lani,AUS,200,118.92,30.93,6.36,98.2
Women's,800,Final,PALLISTER Lani,AUS,250,149.37,30.45,6.27,99.75
Women's,800,Final,PALLISTER Lani,AUS,300,180.26,30.89,6.36,98.33
Women's,800,Final,PALLISTER Lani,AUS,350,210.62,30.36,6.25,100.05
Women's,800,Final,PALLISTER Lani,AUS,400,241.33,30.71,6.32,98.91
Women's,800,Final,PALLISTER Lani,AUS,450,271.88,30.55,6.29,99.42
Women's,800,Final,PALLISTER Lani,AUS,500,302.86,30.98,6.37,98.04
Women's,800,Final,PALLISTER Lani,AUS,550,333.48,30.62,6.3,99.2
Women's,800,Final,PALLISTER Lani,AUS,600,364.52,31.04,6.39,97.85
Women's,800,Final,PALLISTER Lani,AUS,650,395.03,30.51,6.28,99.55
Women's,800,Final,PALLISTER Lani,AUS,700,426.14,31.11,6.4,97.63
Women's,800,Final,PALLISTER Lani,AUS,750,456.87,30.73,6.32,98.84
Women's,800,Final,PALLISTER Lani,AUS,800,485.98,29.11,5.99,104.34
Women's,800,Final,QUADARELLA Simona,ITA,50,28.53,28.53,5.79,107.96
Women's,800,Final,QUADARELLA Simona,ITA,100,58.98,30.45,6.18,101.15
Women's,800,Final,QUADARELLA Simona,ITA,150,89.4,30.42,6.17,101.25
Women's,800,Final,QUADARELLA Simona,ITA,200,120.05,30.65,6.22,100.49
Women's,800,Final,QUADARELLA Simona,ITA,250,150.55,30.5,6.19,100.99
Women's,800,Final,QUADARELLA Simona,ITA,300,181.45,30.9,6.27,99.68
Women's,800,Final,QUADARELLA Simona,ITA,350,212.24,30.79,6.25,100.03
Women's,800,Final,QUADARELLA Simona,ITA,400,243.44,31.2,6.33,98.72
Women's,800,Final,QUADARELLA Simona,ITA,450,274.32,30.88,6.27,99.74
Women's,800,Final,QUADARELLA Simona,ITA,500,305.66,31.34,6.36,98.28
Women's,800,Final,QUADARELLA Simona,ITA,550,336.8,31.14,6.32,98.91
Women's,800,Final,QUADARELLA Simona,ITA,600,368.15,31.35,6.36,98.25
Women's,800,Final,QUADARELLA Simona,ITA,650,399.4,31.25,6.34,98.56
Women's,800,Final,QUADARELLA Simona,ITA,700,430.92,31.52,6.4,97.72
Women's,800,Final,QUADARELLA Simona,ITA,750,462.17,31.25,6.34,98.56
Women's,800,Final,QUADARELLA Simona,ITA,800,492.81,30.64,6.22,100.52
